     Time        Chn     ID          Name                             Event Type    Dir    DLC   Data length   Data                            
 [+] 16.453549   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 69 73 74 69 6E 6F 3F         
 [+] 16.454102   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 00 50 50 6E 6F 6E 20         
 [+] 16.454642   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 73 75 70 65 72 61 74         
 [+] 16.455190   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 6F 00 50 50 50 61 76         
 [+] 16.455726   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 76 69 61 6D 65 6E 74         
 [+] 16.456267   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 6F 00 50 64 65 6C 61         
 [+] 16.456807   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 79 20 35 20 6D 69 6E         
 [+] 16.457363   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 00 00 50 50 50 44 69         
 [+] 16.457899   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 61 67 6E 6F 73 69 73         
 [+] 16.458464   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 00 50 50 20 00 50 50         
 [+] 16.459004   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 4C 69 6E 67 75 61 00         
 [+] 16.459540   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 50 54 72 61 73 6D 69         
 [+] 16.460080   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 73 73 69 6F 6E 65 00         
 [+] 16.460625   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 50 50 50 4D 6F 74 6F         
 [+] 16.461165   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 72 65 00 50 44 69 73         
 [+] 16.461701   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 70 6F 73 69 74 69 76         
 [+] 16.462241   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 6F 20 64 69 20 61 67         
 [+] 16.462786   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 67 61 6E 63 69 6F 00         
 [+] 16.463326   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 50 72 65 73 61 20 64         
 [+] 16.463862   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 69 20 66 6F 72 7A 61         
 [+] 16.464402   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 00 50 43 6F 6E 74 61         
 [+] 16.464951   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 74 6F 72 65 00 50 50         
 [+] 16.465483   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 52 65 67 6F 6C 61 7A         
 [+] 16.466031   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 69 6F 6E 69 00 4D 00         
 [+] 16.466583   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 50 50 2F 00 50 50 68         
 [+] 16.467136   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 00 50 50 6D 69 6E 00         
 [+] 16.467676   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 73 65 63 00 49 6D 70         
 [+] 16.468216   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 69 61 6E 74 6F 20 69         
 [+] 16.468748   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 64 72 61 75 6C 69 63         
 [+] 16.469289   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 6F 00 50 4D 61 6E 75         
 [+] 16.469825   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 74 65 6E 7A 69 6F 6E         
 [+] 16.470373   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 65 00 50 50 50 43 6F         
 [+] 16.470909   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 64 69 63 65 20 64 69         
 [+] 16.471454   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 20 65 72 72 6F 72 65         
 [+] 16.472006   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 00 50 50 50 49 6D 70         
 [+] 16.472542   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 65 72 69 61 6C 65 00         
 [+] 16.473086   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 50 50 4D 65 74 72 69         
 [+] 16.473631   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 63 6F 00 55 53 41 00         
 [+] 16.474163   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 49 74 61 6C 69 61 6E         
 [+] 16.474715   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 6F 00 50 50 50 4C 75         
 [+] 16.475247   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 6D 69 6E 6F 73 69 74         
 [+] 16.475796   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 C3 A0 00 55 6E 69 74         
 [+] 16.476344   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 C3 A0 00 50 44 61 74         
 [+] 16.476892   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 61 00 50 50 50 54 65         
 [+] 16.477448   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 6D 70 6F 00 50 50 47         
 [+] 16.477981   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 69 6F 72 6E 6F 2F 6E         
 [+] 16.478525   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 6F 74 74 65 00 50 50         
 [+] 16.479061   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 50 43 69 63 61 6C 69         
 [+] 16.479609   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 6E 6F 00 50 50 50 32         
 [+] 16.480162   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 34 68 00 31 32 68 00         
 [+] 16.480710   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 61 6D 00 50 70 6D 00         
 [+] 16.481250   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 50 53 6F 6C 6C 65 76         
 [+] 16.481790   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 61 74 6F 72 65 20 61         
 [+] 16.482327   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 6E 74 65 72 69 6F 72         
 [+] 16.482875   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 65 00 50 50 4F 4E 00         
 [+] 16.483419   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 50 4F 46 46 00 52 49         
 [+] 16.483955   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 50 52 49 53 54 49 4E         
 [+] 16.484500   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 4F 00 50 52 65 67 6F         
 [+] 16.485032   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 6C 61 7A 69 6F 6E 69         
 [+] 16.485568   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 20 75 6E 69 76 65 72         
 [+] 16.486116   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 73 61 6C 69 00 50 53         
 [+] 16.486657   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 63 68 65 72 6D 61 74         
 [+] 16.487197   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 61 20 70 72 69 6E 63         
 [+] 16.487745   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 69 70 61 6C 65 00 50         
 [+] 16.488285   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 50 50 43 61 72 69 63         
 [+] 16.488826   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 61 74 6F 72 65 20 66         
 [+] 16.489358   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 72 6F 6E 74 61 6C 65         
 [+] 16.489902   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 00 46 72 65 6E 6F 20         
 [+] 16.490446   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 72 69 6D 6F 72 63 68         
 [+] 16.490987   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 69 6F 00 41 73 73 61         
 [+] 16.491523   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 6C 65 20 61 6E 74 65         
 [+] 16.492063   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 72 69 6F 72 65 00 50         
 [+] 16.492611   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 50 50 41 6C 74 65 7A         
 [+] 16.493160   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 7A 61 00 41 6E 67 6F         
 [+] 16.493700   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 6C 6F 20 72 75 6F 74         
 [+] 16.494248   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 65 00 50 50 50 4C 69         
 [+] 16.494788   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 76 65 6C 6C 6F 20 53         
 [+] 16.495325   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 70 65 65 64 53 74 65         
 [+] 16.495873   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 65 72 00 50 50 72 65         
 [+] 16.496413   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 69 6D 70 6F 73 74 61         
 [+] 16.496949   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 7A 69 6F 6E 65 00 45         
 [+] 16.497490   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 63 6F 00 4D 6F 64 61         
 [+] 16.498034   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 6C 69 74 C3 A0 00 50         
 [+] 16.498570   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 50 4E 6F 72 6D 61 6C         
 [+] 16.499106   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 65 00 45 72 72 6F 72         
 [+] 16.499647   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 65 00 50 47 65 6E 6E         
 [+] 16.500187   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 61 69 6F 00 46 65 62         
 [+] 16.500731   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 62 72 61 69 6F 00 50         
 [+] 16.501271   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 50 50 4D 61 72 7A 6F         
 [+] 16.501832   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 00 50 50 41 70 72 69         
 [+] 16.502376   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 6C 65 00 50 4D 61 67         
 [+] 16.502916   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 00 47 69 75 67 6E 6F         
 [+] 16.503456   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 00 50 4C 75 67 6C 69         
 [+] 16.504009   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 6F 00 50 34 3F D1 01         
 [+] 16.504557   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 3C 3F D1 01 48 3F D1         
 [+] 16.505109   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 01 50 3F D1 01 5C 3F         
 [+] 16.505669   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D1 01 68 3F D1 01 78         
 [+] 16.506230   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 3F D1 01 7C 3F D1 01         
 [+] 16.506782   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 88 3F D1 01 90 3F D1         
 [+] 16.507334   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 01 BC 3F D1 01 E4 3F         
 [+] 16.507882   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D1 01 10 40 D1 01 38         
 [+] 16.508435   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 40 D1 01 3C 40 D1 01         
 [+] 16.508987   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 40 40 D1 01 54 40 D1         
 [+] 16.509535   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 01 5C 40 D1 01 64 40         
 [+] 16.510087   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 D1 01 78 40 D1 01 84         
 [+] 16.510640   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 40 D1 01 94 40 D1 01         
 [+] 16.511192   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 A0 40 D1 01 D0 40 D1         
 [+] 16.511752   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 01 F8 40 D1 01 04 41         
 [+] 16.512300   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D1 01 10 41 D1 01 1C         
 [+] 16.512853   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 41 D1 01 20 41 D1 01         
 [+] 16.513401   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 24 41 D1 01 2C 41 D1         
 [+] 16.513953   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 01 3C 41 D1 01 44 41         
 [+] 16.514501   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D1 01 4C 41 D1 01 50         
 [+] 16.515058   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 41 D1 01 5C 41 D1 01         
 [+] 16.515610   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 60 41 D1 01 64 41 D1         
 [+] 16.516170   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 01 68 41 D1 01 7C 41         
 [+] 16.516718   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D1 01 90 41 D1 01 A4         
 [+] 16.517267   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 41 D1 01 BC 41 D1 01         
 [+] 16.517815   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 D0 41 D1 01 E4 41 D1         
 [+] 16.518371   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 01 F8 41 D1 01 FC 41         
 [+] 16.518923   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 D1 01 10 42 D1 01 28         
 [+] 16.519468   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 42 D1 01 40 42 D1 01         
 [+] 16.520004   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 58 42 D1 01 68 42 D1         
 [+] 16.520548   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 01 6C 42 D1 01 70 42         
 [+] 16.521096   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D1 01 78 42 D1 01 7C         
 [+] 16.521641   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 42 D1 01 80 42 D1 01         
 [+] 16.522181   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 84 42 D1 01 90 42 D1         
 [+] 16.522725   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 01 94 42 D1 01 98 42         
 [+] 16.523277   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D1 01 A0 42 D1 01 A8         
 [+] 16.523826   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 42 D1 01 B4 42 D1 01         
 [+] 16.524366   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 D0 42 D1 01 E8 42 D1         
 [+] 16.524918   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 01 F4 42 D1 01 04 43         
 [+] 16.525458   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D1 01 08 43 D1 01 24         
 [+] 16.526007   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 43 D1 01 28 43 D1 01         
 [+] 16.526547   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 34 43 D1 01 40 43 D1         
 [+] 16.527091   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 01 54 43 D1 01 58 43         
 [+] 16.527639   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 D1 01 5C 43 D1 01 60         
 [+] 16.528180   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 43 D1 01 68 43 D1 01         
 [+] 16.528724   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 70 43 D1 01 78 43 D1         
 [+] 16.529268   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 01 7C 43 D1 01 84 43         
 [+] 16.529808   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D1 01 8C 43 D1 01 94         
 [+] 16.530353   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 43 D1 01 9C 43 D1 01         
 [+] 16.530893   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D A0 43 D1 01 A4 43 D1         
 [+] 16.531433   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 01 A8 43 D1 01 AC 43         
 [+] 16.531981   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D1 01 B0 43 D1 01 B4         
 [+] 16.532526   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 43 D1 01 B8 43 D1 01         
 [+] 16.533066   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 E0 43 D1 01 E4 43 D1         
 [+] 16.533610   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 01 E8 43 D1 01 04 44         
 [+] 16.534150   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D1 01 08 44 D1 01 24         
 [+] 16.534695   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 44 D1 01 34 44 D1 01         
 [+] 16.535247   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 40 44 D1 01 4C 44 D1         
 [+] 16.535795   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 01 50 44 D1 01 5C 44         
 [+] 16.536347   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 D1 01 60 44 D1 01 68         
 [+] 16.536888   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 44 D1 01 78 44 D1 01         
 [+] 16.537432   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 80 44 D1 01 98 44 D1         
 [+] 16.537976   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 01 A8 44 D1 01 B4 44         
 [+] 16.538520   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D1 01 C0 44 D1 01 C4         
 [+] 16.539061   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 44 D1 01 C8 44 D1 01         
 [+] 16.539601   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D CC 44 D1 01 D0 44 D1         
 [+] 16.540141   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 01 D4 44 D1 01 E8 44         
 [+] 16.540693   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D1 01 F8 44 D1 01 0C         
 [+] 16.541238   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 45 D1 01 18 45 D1 01         
 [+] 16.541786   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 20 45 D1 01 24 45 D1         
 [+] 16.542330   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 01 30 45 D1 01 3C 45         
 [+] 16.542870   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D1 01 44 45 D1 01 4C         
 [+] 16.543411   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 45 D1 01 54 45 D1 01         
 [+] 16.543955   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 64 45 D1 01 70 45 D1         
 [+] 16.544495   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 01 74 45 D1 01 78 45         
 [+] 16.545047   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 D1 01 7C 45 D1 01 80         
 [+] 16.545592   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 45 D1 01 98 45 D1 01         
 [+] 16.546132   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 9C 45 D1 01 A0 45 D1         
 [+] 16.546676   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 01 AC 45 D1 01 C4 45         
 [+] 16.547224   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D1 01 DC 45 D1 01 F0         
 [+] 16.547773   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 45 D1 01 00 46 D1 01         
 [+] 16.548313   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 14 46 D1 01 1C 46 D1         
 [+] 16.548857   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 01 2C 46 D1 01 40 46         
 [+] 16.549405   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D1 01 50 46 D1 01 54         
 [+] 16.549958   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 46 D1 01 60 46 D1 01         
 [+] 16.550498   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 68 46 D1 01 70 46 D1         
 [+] 16.551038   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 01 78 46 D1 01 84 46         
 [+] 16.551578   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D1 01 8C 46 D1 01 94         
 [+] 16.552119   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 46 D1 01 98 46 D1 01         
 [+] 16.552675   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 A0 46 D1 01 04 00 99         
 [+] 16.553227   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 C6 6C 6E 94 00 9C 00         
 [+] 16.553779   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 00 00 D8 4F D1 01 9C         
 [+] 16.554340   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 00 00 00 2C 39 D2 01         
 [+] 16.554904   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 2E 00 00 00 2C 00 00         
 [+] 16.555456   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 00 6E 74 61 4C 02 FF         
 [+] 16.556008   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B FF FF 41 75 67 75 73         
 [+] 16.556557   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 74 75 73 00 50 50 50         
 [+] 16.557097   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 53 65 70 74 65 6D 62         
 [+] 16.557649   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 65 72 00 50 50 4F 6B         
 [+] 16.558189   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 74 6F 62 65 72 00 4E         
 [+] 16.558726   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 6F 76 65 6D 62 65 72         
 [+] 16.559274   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 00 50 50 50 44 65 63         
 [+] 16.559818   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 65 6D 62 65 72 00 50         
 [+] 16.560362   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 50 50 49 6E 66 6F 00         
 [+] 16.560915   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 50 50 50 2A 2A 2A 00         
 [+] 16.561451   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 4B 61 6C 69 62 72 61         
 [+] 16.561987   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 74 69 65 00 50 C2 B0         
 [+] 16.562543   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 20 43 00 50 50 50 4F         
 [+] 16.563080   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 6D 6B 65 65 72 61 67         
 [+] 16.563616   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 67 72 65 73 73 69 76         
 [+] 16.564160   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 69 74 65 69 74 20 46         
 [+] 16.564696   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 57 00 4F 6D 6B 65 65         
 [+] 16.565233   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 72 61 67 67 72 65 73         
 [+] 16.565765   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 73 69 76 69 74 65 69         
 [+] 16.566317   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 74 20 52 56 00 50 6F         
 [+] 16.566853   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 77 65 72 73 68 69 66         
 [+] 16.567394   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 74 2D 61 67 67 72 65         
 [+] 16.567926   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 73 73 69 76 69 74 65         
 [+] 16.568466   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 69 74 20 46 57 00 50         
 [+] 16.569014   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 50 50 50 6F 77 65 72         
