     Time        Chn     ID          Name                             Event Type    Dir    DLC   Data length   Data                            
 [+] 12.610876   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 01 7D 08 DD 01 7E 08         
 [+] 12.611432   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 E0 01 7F 08 E2 01 80         
 [+] 12.611981   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 08 E4 01 81 08 E6 01         
 [+] 12.612537   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 82 08 E8 01 83 08 EA         
 [+] 12.613081   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 01 8E 08 E5 01 91 08         
 [+] 12.613629   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D CF 01 92 08 E9 01 93         
 [+] 12.614182   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 08 E7 01 94 08 D3 01         
 [+] 12.614730   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 95 08 E3 01 96 08 D6         
 [+] 12.615278   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 01 97 08 E1 01 98 08         
 [+] 12.615830   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 DF 01 99 08 DC 01 9A         
 [+] 12.616379   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 08 D9 01 9B 08 D1 01         
 [+] 12.616927   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 9C 08 64 01 9F 08 6A         
 [+] 12.617475   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 01 A0 08 67 01 A1 08         
 [+] 12.618027   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 68 01 A2 08 69 01 A3         
 [+] 12.618580   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 08 65 01 A4 08 66 01         
 [+] 12.619120   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 A5 08 6B 01 AC 08 6C         
 [+] 12.619676   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 01 AD 08 6D 01 B8 08         
 [+] 12.620228   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 08 01 BA 08 CB 01 C1         
 [+] 12.620773   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 08 C9 01 C3 08 CA 01         
 [+] 12.621313   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B C4 08 C6 01 C7 08 57         
 [+] 12.621861   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 01 C8 08 59 01 CA 08         
 [+] 12.622401   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 5D 01 CB 08 5C 01 CC         
 [+] 12.622950   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 08 58 01 CF 08 5B 01         
 [+] 12.623502   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D2 08 0A 01 D3 08 6E         
 [+] 12.624050   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 01 D5 08 A1 01 D6 08         
 [+] 12.624602   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 3E 01 D7 08 40 01 D8         
 [+] 12.625155   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 08 41 01 D9 08 42 01         
 [+] 12.625703   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 DA 08 45 01 DB 08 48         
 [+] 12.626263   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 01 DF 08 3F 01 E0 08         
 [+] 12.626807   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 43 01 E1 08 44 01 E3         
 [+] 12.627356   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 08 46 01 E4 08 93 01         
 [+] 12.627904   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 E5 08 95 01 E6 08 96         
 [+] 12.628468   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 01 E7 08 98 01 F2 08         
 [+] 12.629024   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 91 01 F4 08 1C 01 F7         
 [+] 12.629585   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 08 1D 01 F8 08 1E 01         
 [+] 12.630133   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B FB 08 8B 01 FC 08 8C         
 [+] 12.630693   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 01 FD 08 8D 01 FE 08         
 [+] 12.631241   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 8E 01 FF 08 8F 01 00         
 [+] 12.631798   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 09 90 01 01 09 6F 01         
 [+] 12.632342   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 0D 09 70 01 10 09 71         
 [+] 12.632890   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 01 11 09 73 01 12 09         
 [+] 12.633434   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 72 01 13 09 78 01 14         
 [+] 12.633991   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 09 7E 01 17 09 88 01         
 [+] 12.634531   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 18 09 89 01 19 09 85         
 [+] 12.635079   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 01 1A 09 87 01 1D 09         
 [+] 12.635631   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 0D 01 1E 09 0C 01 1F         
 [+] 12.636184   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 09 10 01 20 09 12 01         
 [+] 12.636728   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 21 09 11 01 22 09 13         
 [+] 12.637280   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 01 23 09 14 01 24 09         
 [+] 12.637820   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 15 01 25 09 16 01 26         
 [+] 12.638365   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 09 17 01 27 09 0E 01         
 [+] 12.638909   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 2A 09 A2 01 2E 09 A5         
 [+] 12.639457   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 01 2F 09 A9 01 30 09         
 [+] 12.639997   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D AD 01 31 09 B1 01 32         
 [+] 12.640542   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 09 B5 01 33 09 B9 01         
 [+] 12.641082   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 34 09 BD 01 35 09 A4         
 [+] 12.641634   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 01 37 09 A3 01 38 09         
 [+] 12.642178   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 C1 01 39 09 A7 01 3A         
 [+] 12.642727   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 09 A6 01 3B 09 A8 01         
 [+] 12.643271   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 3C 09 AB 01 3D 09 AA         
 [+] 12.643823   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 01 3E 09 AC 01 3F 09         
 [+] 12.644375   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 AF 01 40 09 AE 01 41         
 [+] 12.644928   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 09 B0 01 42 09 B3 01         
 [+] 12.645472   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 43 09 B2 01 44 09 B4         
 [+] 12.646024   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 01 45 09 B7 01 46 09         
 [+] 12.646572   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 B6 01 47 09 B8 01 48         
 [+] 12.647121   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 09 BB 01 49 09 BA 01         
 [+] 12.647665   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 4A 09 BC 01 4B 09 BF         
 [+] 12.648213   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 01 4C 09 BE 01 4D 09         
 [+] 12.648761   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D C0 01 4E 09 C3 01 4F         
 [+] 12.649314   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 09 C2 01 50 09 C4 01         
 [+] 12.649858   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 51 09 49 01 52 09 4A         
 [+] 12.650406   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 01 53 09 4B 01 54 09         
 [+] 12.650954   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 4C 01 55 09 4D 01 93         
 [+] 12.651507   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 09 2C 00 94 09 2A 00         
 [+] 12.652043   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 97 09 47 01 99 09 9A         
 [+] 12.652603   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 01 9E 09 C5 01 9F 09         
 [+] 12.653155   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 4E 01 A2 09 50 01 A4         
 [+] 12.653700   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 09 52 01 A5 09 99 01         
 [+] 12.654244   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 A6 09 22 01 A8 09 25         
 [+] 12.654796   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 01 B2 09 24 01 BC 09         
 [+] 12.655340   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 26 01 BD 09 27 01 BF         
 [+] 12.655897   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 09 28 01 C0 09 29 01         
 [+] 12.656441   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B C1 09 2A 01 C2 09 2B         
 [+] 12.656989   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 01 C3 09 BC 00 C4 09         
 [+] 12.657529   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 2C 01 C5 09 2E 01 C6         
 [+] 12.658082   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 09 2F 01 C8 09 31 01         
 [+] 12.658626   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F C9 09 32 01 CA 09 33         
 [+] 12.659174   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 01 CB 09 34 01 CD 09         
 [+] 12.659730   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 37 01 CE 09 3B 01 D0         
 [+] 12.660283   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 09 36 01 D1 09 38 01         
 [+] 12.660823   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D2 09 39 01 D3 09 3A         
 [+] 12.661371   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 01 D4 09 3C 01 D6 09         
 [+] 12.661911   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 3D 01 D7 09 1D 00 D8         
 [+] 12.662464   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 09 23 00 D9 09 92 01         
 [+] 12.663008   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 DA 09 DE 01 DB 09 C8         
